Fish,Stimulus_dB,Blk00,Blk01,Blk02,Blk03,Blk04,Blk05,Blk06,Blk07,Blk08,Blk09,Blk10,Blk11,Blk12,Blk13,Blk14,Blk15,Blk16,Blk17,Blk18,Blk19,Blk20,Blk21,Blk22,Blk23,Blk24,Blk25,Blk26,Blk27,Blk28,Blk29,Blk30,Blk31,Blk32,Blk33,Blk34,Blk35,Blk36,Blk37,Blk38,Blk39,Blk40,Blk41,Blk42,Blk43,Blk44,Blk45,Blk46,Blk47,Blk48,Blk49,Blk50,Blk51,Blk52,Blk53,Blk54,Blk55,Blk56,Blk57,Blk58,Blk59,Blk60,Blk61,Blk62,Blk63,Blk64,Blk65
track_tld7_a1p0_02_e00132-f06,20,23.24792,39.23585,46.49820,35.90417,39.77920,45.12986,31.60651,17.47205,39.27274,36.50537,42.78987,31.42414,36.90391,41.56776,28.72723,35.29242,39.06469,26.60110,34.77725,10.22108,44.89792,41.55343,26.45236,31.70309,31.62835,42.73238,35.84243,32.77634,45.14299,38.34816,26.75117,33.67061,36.98592,38.08493,24.20041,45.64582,35.40681,32.70902,39.96037,37.07692,40.36521,33.40885,33.35234,20.45629,27.45806,52.67548,46.66793,35.96086,34.55518,38.70504,34.43824,32.29540,52.50372,17.75350,32.82072,52.48618,13.96841,33.21779,42.44549,33.24789,41.94837,52.84721,41.57442,35.14082,48.64009,27.88430
track_tld7_a1p0_02_e00132-f07,20,19.13458,21.32051,30.46201,27.33346,56.19757,30.50572,30.42880,38.62088,35.19773,28.01582,26.04734,41.57219,42.00838,30.82757,58.99492,32.05828,25.74649,53.32801,44.47653,27.88970,32.38595,35.09366,40.26580,33.03283,27.61939,29.30680,29.33920,30.53549,27.76813,26.59947,30.02161,35.04572,28.84830,45.80848,18.78577,26.51446,23.58195,26.36963,62.49684,32.57149,23.54640,47.04584,41.24391,27.12871,17.25374,30.49242,45.24154,14.03848,19.16221,28.17093,16.26303,21.88740,47.08867,22.93889,29.37445,28.45380,35.09067,44.20617,21.87805,27.93065,31.99918,30.13850,19.35538,28.02597,10.81242,26.88815
track_tld7_a1p0_02_e00132-f08,20,40.19278,25.75235,49.45804,35.33332,38.89290,57.89478,37.37932,61.66375,36.27926,25.14366,35.43474,42.77022,40.11985,48.58527,18.21498,25.08940,12.19573,36.73799,43.19765,11.69314,28.91476,13.36376,46.34318,12.06193,13.34258,26.69295,31.35271,6.79186,28.77025,22.81508,38.03150,41.07240,32.77508,31.70762,32.34251,23.85333,35.87123,41.20061,28.14649,43.72466,26.17675,28.29245,20.02642,19.04678,35.10181,42.72821,35.25986,30.93181,34.55962,29.54508,46.62480,20.95838,29.83325,27.49890,34.95794,37.07193,35.26056,26.99071,17.11040,27.00898,47.81404,48.34166,30.24550,24.03723,44.82428,19.15704
track_tld7_a1p0_02_e00132-f09,20,31.17745,47.35513,52.58603,35.19228,40.68977,16.98452,51.96758,43.42144,57.87668,45.25714,23.47917,33.81997,34.59645,18.00438,36.35025,47.25605,34.32725,56.94546,27.29997,35.52863,34.49823,53.09659,54.88592,22.58337,24.30317,20.35991,23.77840,39.32924,33.07755,32.33665,33.46801,18.35617,30.47011,49.16300,41.82251,32.97247,40.02906,33.53547,53.52477,37.60245,42.69682,54.82575,40.23439,43.85706,43.69290,39.63168,31.12955,51.42877,28.36221,50.19470,31.84367,31.83094,15.38581,26.29719,31.16592,36.12030,35.97802,47.56033,38.53184,58.92070,30.55128,48.81976,40.60918,30.23292,51.12064,42.57985
track_tld7_a1p0_03_e00000-f01,20,45.82233,35.43148,33.70779,31.29291,47.89389,43.94432,38.77076,36.87115,46.90528,34.77040,39.41575,46.48395,43.78033,52.30890,54.28807,26.06792,38.77913,39.02944,41.24551,54.15818,35.87591,32.91719,44.20666,44.90078,32.09763,19.02771,25.61041,33.88438,35.46806,10.81978,22.71999,27.13274,25.86063,20.11816,28.70535,28.33571,29.63153,33.16216,31.15405,32.73565,24.65871,25.01890,34.98359,31.43679,29.81583,16.81922,26.27588,28.21183,27.21121,30.33760,33.92967,31.10345,25.71516,23.79809,34.59289,26.86853,28.42850,21.11391,29.74267,30.09877,24.86104,27.47644,17.19404,21.88914,28.27321,28.08624
track_tld7_a1p0_03_e00000-f02,20,37.82429,34.65434,35.42731,27.02013,24.20198,26.43045,23.82532,29.08745,26.91245,40.89741,46.14918,43.09069,20.46750,43.12979,20.31427,38.99963,50.41973,19.82523,34.28746,56.18862,26.56527,40.40738,25.94779,53.56397,27.76515,29.39778,32.07666,17.16098,22.05134,27.57884,19.25525,37.07386,43.80562,60.89773,43.61159,40.09351,32.18951,42.50131,51.01993,55.20288,43.33671,40.99521,30.22699,23.84843,31.81784,37.69114,29.43240,16.04377,21.47081,40.70725,44.92224,52.32138,46.49475,46.03369,12.93618,41.03910,32.61383,32.44865,49.75970,31.73476,37.62299,25.91049,34.53678,31.43508,32.72291,46.49048
track_tld7_a1p0_03_e00000-f03,20,21.10854,34.92564,38.08603,28.94590,26.73027,34.15658,48.20424,62.09355,67.25844,33.44731,22.33104,45.39747,49.77504,47.28726,28.09715,39.50867,63.68797,53.05800,38.63182,46.73113,40.76131,46.53637,44.20651,42.85189,37.16125,39.13749,30.69098,24.21505,36.32607,31.09367,32.63929,27.16056,40.83601,44.81350,42.33204,39.15171,43.38675,53.02228,36.85543,20.81926,45.84854,49.59439,60.32871,51.06174,28.60736,40.60508,39.60857,57.66565,28.95432,7.73408,51.80924,31.38904,47.60233,32.00271,35.22948,17.47310,36.95062,9.80650,42.83437,62.91530,27.35891,40.14193,38.56884,30.43503,35.43245,57.48010
track_tld7_a1p0_03_e00000-f04,20,19.17619,24.22719,32.82315,33.55618,24.25819,26.36177,25.63341,27.00577,20.57025,34.98485,28.77014,30.06029,23.79810,28.00571,30.20115,31.36073,35.91607,41.57167,42.87550,50.95345,32.09119,61.37817,46.52414,40.89440,39.07288,41.53962,54.08414,57.56991,45.84654,56.88611,46.42493,57.65569,60.00409,67.18839,34.74897,34.16561,35.24485,45.72613,46.81728,31.86340,45.63372,54.41488,29.70729,40.42285,32.51744,41.42627,46.06267,21.78288,47.02721,37.28196,26.86390,58.95841,55.48003,41.97559,44.63757,31.43918,52.52952,57.55877,45.98197,47.86326,60.16570,44.47400,42.22242,46.30457,61.08503,49.75316
track_tld7_a1p0_03_e00000-f05,20,61.32686,55.03813,66.44326,38.96100,31.46768,61.73213,68.45637,45.76868,67.74463,66.29029,59.60225,23.90923,43.36542,46.29874,61.62506,47.04117,63.68459,35.78414,52.14972,55.76425,41.65841,55.70970,37.95459,43.98628,64.12700,57.98670,32.66945,50.89111,65.44161,55.04666,53.46581,24.65102,64.31426,83.68079,49.15039,56.88978,84.87784,49.70786,38.02775,37.47009,39.41460,37.54390,43.76867,38.72170,59.75112,41.04045,43.52225,44.14873,47.36552,37.85029,46.22737,33.64225,30.28135,29.91371,34.33083,39.24701,36.11129,39.65526,52.87877,47.76759,52.90366,36.12244,25.25450,56.31773,30.98882,43.17135
track_tld7_a1p0_03_e00000-f06,20,48.73093,33.47902,19.51462,41.08934,49.25913,38.96642,52.20626,40.42144,35.94447,41.27582,33.93489,64.56842,33.63899,42.46106,39.21467,54.59103,52.70359,39.39374,35.19172,48.52230,55.30982,67.06757,40.08588,36.91824,35.13795,36.08598,50.46764,47.99608,42.03209,37.59817,41.30844,40.90116,51.91999,41.99398,55.66453,42.92463,55.17969,45.10483,43.01560,49.98448,35.17432,47.34046,30.90843,37.91460,29.25497,47.65109,59.95537,32.88121,26.86456,49.08915,41.60451,37.43486,27.69730,44.60920,50.17579,32.79575,42.76720,42.41189,31.87635,35.12598,43.70735,43.22380,48.04568,56.52163,27.91289,25.00910
track_tld7_a1p0_03_e00000-f07,20,40.72825,43.62431,32.94302,44.98108,31.05839,37.28337,46.73365,30.56389,21.39175,30.64039,26.04810,34.14304,39.96269,13.92595,38.23325,19.10020,37.86188,18.62978,30.86417,33.71276,40.57957,22.98100,24.77236,31.54804,15.74239,15.74234,31.59437,15.68744,31.93532,14.62283,33.60664,32.02657,25.39269,39.53070,36.58609,55.05060,23.81027,39.75692,27.17195,43.40732,19.80861,29.28826,28.20577,31.66848,20.87868,13.16336,29.83305,26.19922,21.29236,28.12667,38.49557,31.97122,28.88671,26.69384,23.70618,37.89347,45.52774,30.05150,19.30614,10.01801,29.38266,33.55585,36.65509,36.58578,30.69531,54.64020
track_tld7_a1p0_03_e00000-f08,20,0.80725,0.25174,0.16529,0.47064,0.31586,0.35461,0.35262,0.37858,0.18572,0.20874,0.21089,0.41917,0.26538,0.34762,0.27999,0.22797,0.26283,0.20314,0.19792,0.19689,0.32087,0.14377,0.28679,0.23795,1.40880,6.55726,19.27903,6.81131,41.33156,18.90554,6.45015,18.95038,15.00816,13.74315,10.63087,3.38564,14.24893,20.86996,18.77696,25.35786,13.15469,16.02853,19.45428,17.44041,25.35561,48.76323,30.69778,61.00972,40.56719,43.28565,45.06010,64.29062,58.59462,51.60519,35.59304,56.31054,40.11451,32.26668,48.90691,44.01126,58.95812,49.13260,60.27243,38.70332,53.54022,51.62843
track_tld7_a1p0_03_e00000-f09,20,48.22639,21.39788,50.44782,29.41239,49.74350,45.86296,51.74493,48.52415,43.06494,28.05092,71.10983,52.46787,31.12603,53.45375,40.22120,45.16956,62.06476,29.87373,29.95201,36.55440,36.19706,59.34549,17.70632,36.77133,44.71795,46.45218,64.62939,55.92611,47.99847,29.66498,39.53709,32.66504,25.12760,52.65276,19.11143,42.48889,40.45474,34.57848,52.07877,37.70673,32.68668,48.00262,37.37940,12.12510,47.46793,35.56160,31.28920,34.17011,31.34844,46.72630,32.01692,33.11658,44.63163,22.46955,71.48483,26.70009,16.89614,45.15121,16.25292,26.16087,42.11891,7.44816,62.94866,40.93848,37.47911,34.40268
track_tld7_a1p0_03_e00066-f01,20,29.91057,22.63562,28.71601,31.67463,29.25920,24.30003,25.94976,35.61902,32.12192,39.95692,17.53991,25.57262,27.46255,25.90069,36.87381,35.40210,29.78874,29.94853,26.71948,29.67194,34.05961,24.44508,28.56117,37.57197,6.30874,14.41691,34.59309,26.63766,38.75317,11.61483,25.71604,22.11542,30.70920,32.58314,37.09299,25.40767,20.58137,35.45895,31.20122,39.18031,24.60232,28.98197,26.34267,28.14327,23.67630,27.73505,32.78552,31.91935,29.57832,37.06801,32.87875,25.36536,32.69069,32.42266,33.58352,27.61271,22.27844,35.42249,32.35614,27.54327,34.82150,36.04768,34.25711,34.65079,36.39843,38.95917
track_tld7_a1p0_03_e00066-f02,20,38.51823,30.76703,45.03668,46.42483,43.01708,36.01418,47.66280,33.93930,24.35194,33.06825,38.03775,25.58228,46.86316,47.45813,30.60193,51.21130,47.45652,9.48560,23.80309,37.69423,32.23757,34.84405,46.57523,40.97510,24.85093,23.94311,43.56943,25.95810,20.39481,24.83771,37.02923,44.82263,35.70917,32.90142,37.33356,42.03219,37.79408,49.68694,36.07615,31.30227,35.34270,26.39886,40.69600,37.05952,34.90889,30.05284,28.13254,39.13887,47.38052,36.54737,44.29102,49.47807,39.47810,34.35889,56.75264,11.86184,32.27352,27.51881,61.81517,31.25933,29.58401,45.62905,22.27532,33.60731,37.09200,44.86592
track_tld7_a1p0_03_e00066-f03,20,26.82965,47.00921,46.70513,28.52972,41.60288,46.09013,35.52139,48.34441,39.75261,35.22003,27.35457,33.95363,36.17598,38.69444,21.53819,40.91171,28.98122,40.87268,34.14133,57.46757,38.82393,44.46381,37.86463,56.44161,44.76582,29.20815,24.33713,17.62266,35.65373,17.34975,35.12140,53.23638,49.07116,21.21609,36.55921,44.13232,39.74971,26.89282,26.95635,17.68752,33.26255,20.31463,41.41388,33.97718,15.23793,47.12690,44.77557,30.10592,22.23877,43.27446,24.45634,38.01043,37.27925,44.27007,31.91282,36.89378,47.74567,26.76375,16.86093,44.21569,33.39883,38.59427,39.07259,15.08816,57.54323,23.21355
track_tld7_a1p0_03_e00066-f04,20,66.25355,22.68156,48.07614,61.45755,49.97902,33.97294,55.67549,20.74707,50.13438,37.20300,25.66442,46.42250,45.78929,69.58127,46.16196,32.76193,30.17118,27.83972,25.48633,33.64524,28.91616,34.90337,42.21502,27.11957,19.47363,7.33056,46.11520,21.86992,37.51291,34.12321,38.96000,38.50129,62.09312,36.56707,15.16635,38.68208,48.49413,35.68906,24.63439,45.52284,37.36302,29.48358,36.31589,45.84389,46.46187,37.23306,32.38952,43.29927,58.18019,66.09209,25.17140,32.85634,46.14202,43.13852,47.95018,42.58671,40.74971,33.25468,30.28777,10.11137,27.01951,59.05840,39.92785,38.94509,36.46582,35.36248
track_tld7_a1p0_03_e00066-f05,20,39.68115,40.20746,42.08227,28.91746,27.42465,32.48679,51.57739,42.90818,59.67277,54.95497,26.38291,35.02064,57.99616,50.63599,40.70280,41.59034,55.95690,24.92622,45.79059,46.49876,23.85479,43.50448,43.44789,71.38516,27.21390,54.92556,38.29343,31.06086,33.18573,46.69406,31.27313,25.77304,32.13815,40.86539,52.91844,21.63856,37.32486,29.45406,48.19913,50.90181,52.55985,28.74681,37.88887,19.72953,51.37706,30.41155,39.83339,36.62246,43.20232,29.43258,17.17290,39.25284,28.40322,42.89222,22.49764,43.46229,26.36645,28.35854,22.45590,31.15440,45.93558,17.75738,25.51544,32.90000,18.97435,38.16191
track_tld7_a1p0_03_e00066-f06,20,38.75239,29.66685,43.69981,42.15251,37.70660,31.87193,38.67076,36.02875,38.13707,27.01021,30.36697,16.18261,38.42067,34.38246,33.55599,42.25866,40.41610,26.44857,48.21476,37.73918,37.05046,45.68399,42.31271,20.45239,15.78990,42.43110,38.96248,31.96528,36.24259,20.79836,27.97531,36.25109,37.34549,41.26260,37.29512,39.47492,36.55296,43.78508,36.97636,31.36864,47.29196,21.60974,41.93055,16.47492,45.72477,39.97875,34.46360,46.18204,37.14276,30.34614,43.04291,47.64534,35.10048,42.13181,43.44073,33.08537,28.09523,28.36779,42.11800,42.20607,45.32698,22.49925,40.97793,37.12105,29.85493,41.87461
track_tld7_a1p0_03_e00066-f07,20,7.98653,40.44772,24.77060,30.81701,38.96378,42.86964,17.26720,22.68537,57.47358,36.21890,24.37532,40.12767,33.59333,43.35003,31.56684,36.83949,42.00822,33.40085,30.92235,41.97300,36.91420,43.34668,32.79364,22.89633,18.13689,29.21080,18.06620,24.69051,27.22904,30.78795,29.44772,26.01540,37.86654,28.26702,16.05913,47.48868,37.96247,24.91068,18.00546,25.53014,43.53980,25.16574,33.04243,27.55796,32.02583,33.99546,33.72034,30.36388,28.97236,10.08557,26.71477,27.33063,23.50000,20.44002,27.80603,13.50907,27.41866,33.02246,33.86238,29.23085,32.18439,20.97764,33.66119,40.24794,35.01637,20.17515
track_tld7_a1p0_03_e00066-f08,20,13.58117,36.59388,42.78565,43.53262,36.24466,46.10304,48.10580,31.46507,34.20991,9.61224,43.51927,67.28404,36.58271,44.70153,35.36725,57.16127,39.94628,35.95184,33.51246,12.61011,32.59030,44.95462,41.99979,46.78597,43.52082,33.71678,35.65688,11.95866,18.76473,31.18529,38.98196,35.16499,38.75093,38.08833,18.49467,43.79520,34.82669,42.50973,44.05653,45.04519,24.94379,46.95462,19.18740,63.15784,15.37110,60.35303,27.47535,34.36613,35.39485,7.28538,26.78346,45.61232,9.85506,55.33787,29.90640,38.24943,32.43094,21.31892,23.72324,33.28502,34.86728,28.13332,40.55796,8.65665,34.67637,36.33786
track_tld7_a1p0_03_e00066-f09,20,19.71034,38.69686,16.75366,41.05006,45.96015,14.61023,38.24002,49.20142,44.27094,65.84321,16.21589,32.81428,36.68308,40.32744,38.38509,39.66430,28.22703,51.40197,20.54548,41.54234,14.96317,41.80343,56.44197,41.22635,35.03897,56.88892,53.99805,44.34312,39.41713,62.41850,34.11977,53.32846,29.61594,44.97203,49.73991,54.08858,36.32739,40.44741,55.21239,43.74551,52.85054,12.87234,42.42601,22.34691,41.80515,35.13454,26.02011,37.84650,34.00531,6.82858,27.82147,53.64310,27.58732,42.17453,27.42488,31.80560,40.02396,13.31736,47.42434,30.85166,37.93483,35.32309,12.16670,43.22784,38.41697,39.54196
track_tld7_a1p0_03_e00132-f01,20,41.17609,25.73172,29.74267,34.37912,38.92178,27.60420,43.52693,31.14659,40.69482,36.29750,37.86334,36.07745,34.00559,38.62896,52.87405,30.22974,36.08394,41.21938,47.74509,36.48997,28.72695,39.43844,56.45526,27.46142,25.93278,24.80836,35.12749,42.48259,27.96655,42.40538,17.11752,14.91122,38.96929,29.57833,27.28351,50.89332,24.22407,42.90556,32.78723,50.05838,32.54707,43.04019,35.38838,39.34617,17.83623,48.56536,31.73801,45.01758,33.78723,32.88585,32.40236,35.03314,28.23419,41.74470,38.47660,30.34893,44.64193,38.36795,27.81631,29.39591,26.32487,25.21984,31.64500,31.20043,31.81632,42.87133
track_tld7_a1p0_03_e00132-f02,20,38.43980,39.07477,39.69491,41.75533,21.33417,45.60448,23.66615,16.89844,26.39598,25.16628,42.81426,31.96739,19.91803,29.58041,37.80811,33.98064,36.51765,21.01993,13.66289,39.00587,25.40656,30.13720,34.78122,27.72889,26.22265,31.20273,15.93775,16.52640,26.57284,26.69839,20.37084,21.29127,13.94918,37.37276,30.83351,21.26096,28.27149,34.84710,27.53862,30.21404,10.30126,30.88284,30.06491,33.53052,30.83116,45.42839,22.59148,17.34108,24.24808,30.10474,27.68390,27.26321,28.10218,35.24789,21.13492,25.09081,32.60095,32.12947,33.21656,27.18723,21.93324,22.61714,19.90798,24.94548,24.43167,24.03086
track_tld7_a1p0_03_e00132-f03,20,46.77288,48.81510,15.69967,38.01988,30.43888,32.61351,39.47999,41.24882,56.90944,27.83716,39.61431,26.29832,28.77519,48.10249,36.13371,40.23033,32.48037,44.58237,16.47773,40.76983,32.03465,19.45110,28.42464,34.95342,7.06162,18.03243,14.98767,16.40361,21.36343,27.76232,22.10878,31.09820,22.44711,26.92883,8.85810,10.29346,16.03051,10.36232,5.36332,5.74880,9.62019,27.37228,25.24137,21.33605,11.70394,24.00820,33.61846,20.15200,25.41651,24.21098,31.60912,37.34055,27.92371,17.76454,24.69782,17.66768,30.13670,18.88542,41.46309,31.97668,27.93527,13.00247,22.06619,22.39053,32.25085,26.52435
track_tld7_a1p0_03_e00132-f04,20,42.78960,43.28296,56.86217,36.07027,74.36631,27.93770,51.32425,33.37417,30.92273,42.94814,16.89982,39.02360,26.74800,6.66510,21.65589,35.04030,9.64701,30.19488,27.41729,25.97883,32.33438,22.96841,12.01562,41.45612,8.02388,69.05736,36.42202,29.11684,29.05139,43.10798,24.67352,24.38052,52.44683,35.48148,20.64965,37.83302,34.16333,35.13488,36.04589,41.97279,32.54329,27.18119,37.57380,34.30867,45.71072,26.64716,25.10443,37.76946,33.16355,33.99614,40.01374,43.37487,51.98503,30.28910,55.02080,39.70822,30.42753,46.22910,53.72702,43.83857,37.58862,35.59543,43.73528,32.31138,44.26874,30.75535
track_tld7_a1p0_03_e00132-f05,20,50.35904,31.93925,20.56164,26.58917,15.97057,36.57081,27.06876,25.73735,47.25874,37.00962,38.23675,45.51849,51.19295,41.05883,32.48578,43.60405,31.95982,39.15286,38.47980,20.03971,39.33244,57.88381,36.12778,28.21192,30.60676,33.38939,51.33350,57.81137,62.45978,48.34338,61.39703,25.19294,54.53613,55.79575,41.89615,49.23983,40.30936,53.47821,56.08441,68.20724,39.03465,69.89014,39.07965,33.87778,31.48852,32.74207,39.53013,36.79361,18.36835,25.11020,38.32420,31.22858,30.34719,17.11193,34.26733,23.66207,37.15845,29.02243,15.12322,31.39778,37.47813,23.71158,37.53171,11.25295,31.34943,33.68433
track_tld7_a1p0_03_e00132-f06,20,35.33000,25.24560,41.27979,43.11613,35.18077,34.35329,42.79425,44.91541,41.98795,45.85362,28.02869,34.83957,44.20036,34.23829,51.81125,31.94890,21.23426,39.99579,33.23219,33.26953,25.79232,36.84964,54.42128,38.35404,36.43845,19.29616,16.17010,21.74361,37.23311,24.05745,29.02525,37.36875,32.80898,45.01709,40.16534,34.91599,26.20001,36.51949,38.67099,33.53415,26.68864,44.87913,40.80484,23.80663,26.38324,29.00308,34.74733,37.46780,29.01257,28.70400,42.26148,39.87207,37.68705,18.55731,17.23370,24.50659,46.51028,29.20098,25.55386,28.82661,36.86072,36.07922,21.72631,35.79032,21.37230,36.48183
track_tld7_a1p0_03_e00132-f07,20,24.53640,43.00856,26.90449,24.10190,35.07167,27.71575,18.08844,21.47907,33.74492,31.46314,29.31397,29.20768,26.20950,28.02022,36.33024,16.98971,31.06750,30.93314,26.14572,30.87474,10.32304,59.76254,18.32078,24.14733,14.04934,19.60840,17.78041,35.62831,20.04032,29.97755,27.00272,24.88924,24.80205,19.67219,50.84082,32.50208,22.91524,33.96116,29.47597,28.35201,25.75962,30.91855,28.85263,47.33295,24.89640,26.89480,46.61670,33.70998,29.49657,33.66821,43.58511,27.02421,31.60868,16.24066,15.20756,31.30766,17.20610,28.75341,14.83429,23.84370,27.15373,39.71447,30.07967,26.53549,11.43919,27.41470
track_tld7_a1p0_03_e00132-f08,20,31.03375,41.78019,38.28726,33.22226,31.46704,46.30798,18.05146,31.00641,40.47290,44.94244,40.32379,30.16357,40.24301,31.91615,61.13535,32.70283,29.05373,18.52145,24.87234,34.51262,23.15465,8.64879,24.20467,43.65520,20.49889,11.16092,24.09339,35.67856,38.32647,31.00469,27.25044,27.66170,35.28524,27.20126,25.53649,40.62217,40.55136,31.92052,44.25587,31.11268,54.14122,27.65728,37.32774,41.12137,23.64507,29.25948,32.61860,34.13310,6.91117,34.50575,26.34252,18.47564,48.28106,10.61464,28.98258,29.08374,18.49614,27.85862,47.67384,36.97826,56.07871,24.19348,27.02377,35.95635,11.75703,30.79291
track_tld7_a1p0_03_e00132-f09,20,45.66077,57.22590,42.60553,31.71620,26.87349,33.15887,26.72282,35.13971,41.30293,31.07313,50.51351,44.63722,29.88913,36.84355,41.66408,25.32886,40.73740,24.82777,53.78985,41.79783,22.16680,43.43095,53.44409,29.02967,48.09047,29.19706,42.84863,58.95736,41.59671,29.23495,34.36866,30.95577,31.47222,37.51500,49.76175,30.55575,41.79404,44.43785,34.60907,42.16263,42.75856,30.66434,59.17981,33.16916,51.88776,43.84121,31.45610,31.97390,46.19366,37.30310,71.09103,24.89674,36.15352,37.68758,42.81918,35.48050,18.70922,53.77459,49.12149,39.42913,25.10282,40.28098,22.83406,21.28099,45.00659,35.82872
track_tld7_a1p5_02_e00000-f01,23,47.99075,38.47016,46.32887,41.30997,21.43501,50.75939,51.82070,37.84192,58.27432,11.65178,45.16037,26.39480,31.75451,38.46715,50.93174,42.68021,34.84649,37.24958,30.11354,20.75654,35.35207,37.65245,41.15712,25.91380,27.22290,24.27745,29.58061,37.60541,30.91257,44.94265,26.49494,17.34511,52.21367,35.70840,23.51711,40.84317,36.24661,24.38464,11.57240,33.66127,35.81891,46.42557,30.85944,34.66515,33.63108,34.97934,26.82187,41.77881,36.44701,48.63864,36.36258,38.35760,38.91963,32.50779,27.52889,25.44737,53.26103,18.56471,28.37284,53.53539,27.13475,33.23138,34.47489,45.84194,40.74118,24.20853
track_tld7_a1p5_02_e00000-f02,23,39.67609,23.95610,55.92138,38.34033,47.25139,52.51295,49.50224,79.40186,53.91069,67.20385,59.41375,53.35304,48.04128,52.72955,36.99188,59.11078,55.11751,52.49484,44.59234,53.23713,51.88128,35.23668,54.98681,34.43794,19.11802,31.00749,35.96649,30.38797,40.55397,32.07605,60.55605,40.21002,43.06062,41.71672,48.43445,32.87233,47.38625,33.41087,37.63165,20.08089,43.22186,49.03386,21.59444,31.00168,49.50375,25.01727,31.70356,46.49477,30.87231,23.45314,45.65959,35.36477,36.35560,13.21360,24.32778,23.63046,37.60512,32.74413,40.81174,33.20802,33.96622,40.82737,23.18294,42.03837,25.05645,11.52004
track_tld7_a1p5_02_e00000-f03,23,46.52309,39.60354,52.58583,58.69699,43.70955,53.89258,25.38623,77.15966,58.48633,39.04661,61.29151,40.20388,48.67921,50.37349,54.66472,43.49822,60.48759,53.13208,45.37137,63.09215,52.58387,52.68763,51.66887,62.91053,59.86378,65.79244,30.04804,30.54360,58.04559,50.66282,51.26233,40.76268,53.66952,57.21510,50.11906,47.16681,63.30001,45.52932,43.30711,36.83327,62.48884,34.23116,36.57925,55.86104,45.33461,61.93198,45.18534,56.24369,45.31549,38.30800,41.00287,52.35577,36.15094,39.72978,51.18853,52.69286,28.30661,49.05447,58.96832,57.90454,60.03019,61.17921,40.99308,59.23859,39.73420,39.28230
track_tld7_a1p5_02_e00000-f04,23,1.53118,14.31690,39.30457,20.95396,20.80818,19.43293,13.85889,6.69122,11.26772,17.78269,32.36852,25.93383,19.03941,31.03632,28.45741,11.94530,31.39908,24.00225,27.35845,11.33670,18.69910,14.99225,30.83977,21.54225,25.71564,34.55406,23.73564,22.43548,17.52104,14.84264,17.66289,12.43461,18.84167,6.17716,18.07364,29.09905,36.19712,16.18856,18.77262,9.10257,23.10006,44.92727,27.71971,17.96063,23.70937,18.08234,20.01526,20.27854,45.97740,22.32722,9.55392,12.35093,27.06210,16.80848,31.09023,28.69842,11.90803,9.11375,28.38079,43.43237,22.91112,6.60700,0.94508,12.78896,13.80319,24.16489
track_tld7_a1p5_02_e00000-f05,23,25.65494,47.26000,37.11891,35.96978,57.72718,34.86414,58.57094,43.07838,51.42481,42.69832,37.11074,25.55613,59.13516,28.11001,37.75750,34.37556,37.16844,33.61506,48.84545,41.49666,52.31987,31.07491,45.68546,35.15056,27.91796,36.11492,17.55741,29.51956,41.09622,22.01655,41.15448,49.13332,40.98294,51.98642,28.70396,37.05973,33.86341,7.43866,46.70985,37.51592,54.66061,27.85083,44.54055,53.31616,10.25893,36.42451,34.27012,33.43153,48.14540,30.23929,49.44513,35.95176,44.87007,49.78407,34.57347,26.16354,53.89959,45.58145,51.82463,57.30935,48.51003,36.61732,53.83400,44.86415,34.54755,38.36192
track_tld7_a1p5_02_e00000-f06,23,89.24882,60.91008,61.16007,88.37673,55.77325,63.26909,51.58294,50.74547,44.30359,64.73158,52.54785,24.42466,55.65388,53.71039,49.81579,49.25050,49.98743,57.54606,35.98513,52.70529,58.84166,50.91658,54.02409,15.52781,45.19537,52.81547,61.22225,53.21682,49.44742,61.29511,34.58078,49.77451,59.64936,43.84913,61.91156,74.24958,61.11602,42.75416,54.75528,47.79506,72.86649,54.44152,56.15626,52.93057,43.70301,46.53552,42.51639,45.33228,62.54991,41.87432,43.79469,53.86824,33.86876,44.65923,57.63016,28.70027,44.94027,64.62254,59.51849,45.27523,53.26395,49.94065,38.79170,47.61752,42.45651,42.26901
track_tld7_a1p5_02_e00000-f07,23,24.42168,29.84077,33.34828,33.62974,49.43120,22.29019,26.67795,28.90026,41.32875,26.59177,36.36299,40.80925,39.84708,18.60944,12.33642,23.94310,33.21409,29.59366,21.84725,37.91266,37.48234,37.69643,26.25329,14.16139,7.54049,59.24971,29.82871,36.35843,40.97072,40.08791,34.19412,62.34987,27.35734,42.82420,38.35336,34.79609,42.19734,43.27110,38.23614,30.31077,29.78449,29.40550,34.29718,30.38627,37.18952,27.82355,33.58284,31.65058,31.90005,47.22295,39.80975,54.62565,36.07515,29.30086,36.74815,35.96306,37.60864,38.51432,22.49196,30.87032,29.89056,22.38944,36.89189,34.03574,28.51558,35.66119
